Imminent Request;dod;edod;dynamic;Funktionswert;Fahrzeuge
160;0.4444444444444444;0.26367455418381347;0.23918615384704578;5055.0;17
160;0.4444444444444444;0.27312671467764077;0.20804310251206848;4761.0;17
160;0.4444444444444444;0.26671274862825795;0.2648189936584927;4871.0;17
160;0.4444444444444444;0.3121945730452675;0.21520511950972399;5380.0;16
160;0.4444444444444444;0.3052126200274347;0.22668216889816784;5322.0;16
160;0.4444444444444444;0.29462984396433467;0.1973592959330447;5303.0;17
160;0.4444444444444444;0.29993998628257873;0.19310224752077743;5186.0;18
160;0.4444444444444444;0.30207797496570643;0.23639210051557125;5356.0;18
160;0.4444444444444444;0.3265067729766803;0.2024318967316654;5574.0;16
160;0.4444444444444444;0.32709083504801084;0.1329175774209097;5521.0;18
160;0.4444444444444444;0.3291859567901235;0.13635048532803762;5751.0;18
160;0.4444444444444444;0.3256655092592591;0.2380602149561033;5453.0;17
160;0.4444444444444444;0.3289769804526749;0.20267921132233246;5931.0;17
210;0.2708333333333333;0.15911136831275716;0.21166809602572922;4593.0;18
210;0.2708333333333333;0.16033843449931406;0.2046580867419292;4375.0;17
210;0.2708333333333333;0.1678615826474623;0.259714457719028;4303.0;17
210;0.2708333333333333;0.16545567558299037;0.2088322115653265;4420.0;17
210;0.2708333333333333;0.1651823988340192;0.15313398980774617;4475.0;18
210;0.2708333333333333;0.1847190072016461;0.2276705882359915;4512.0;17
210;0.2708333333333333;0.17672968106995884;0.1832427343243388;4416.0;17
210;0.2708333333333333;0.17916237997256523;0.20674115157159145;4488.0;17
210;0.2708333333333333;0.1901791838134431;0.20843586505985257;4706.0;16
210;0.2708333333333333;0.1819808813443073;0.2318549564562189;4434.0;18
210;0.2708333333333333;0.20674189814814808;0.21182544401289416;5063.0;17
210;0.2708333333333333;0.20229445301783253;0.21761152395695715;4951.0;17
210;0.2708333333333333;0.19435871056241433;0.20337389318118182;4790.0;17
210;0.2708333333333333;0.2086977023319616;0.15695636150498637;4587.0;16
210;0.2708333333333333;0.19790059156378603;0.18100550162862927;4765.0;17
260;0.09722222222222222;0.06389853395061727;0.2698258543656922;3997.0;17
260;0.09722222222222222;0.062430341220850484;0.24915620836050545;3667.0;18
260;0.09722222222222222;0.06184627914951989;0.17744752273654718;3943.0;17
260;0.09722222222222222;0.05661651234567902;0.2897549465504148;3741.0;17
260;0.09722222222222222;0.062489283264746245;0.19700870782593116;3758.0;16
260;0.09722222222222222;0.06785836762688614;0.19532130181936624;3825.0;17
260;0.09722222222222222;0.06557034465020578;0.2161561896466112;3690.0;17
260;0.09722222222222222;0.0667491855281207;0.18758726041632934;3829.0;17
260;0.09722222222222222;0.06603652263374488;0.3408840731497951;3978.0;17
260;0.09722222222222222;0.0601369598765432;0.17183637151001385;3991.0;17
260;0.09722222222222222;0.06906935871056241;0.19018822124331025;4097.0;17
260;0.09722222222222222;0.07384366426611795;0.1903741541358538;3687.0;16
260;0.09722222222222222;0.06838348765432098;0.1428453110336254;3960.0;16
260;0.09722222222222222;0.0710090877914952;0.17822961713610286;3894.0;16
260;0.09722222222222222;0.0749153377914952;0.21312117170595846;3914.0;18
